Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,37.61,38.06,37.47,38.04,7235400
2018-05-24,38.03,38.24,37.63,37.79,6256200
2018-05-25,37.84,38.29,37.80,37.94,8736600
2018-05-29,37.73,37.88,37.36,37.53,8306000
2018-05-30,37.78,38.12,37.53,37.85,7908700
2018-05-31,37.78,37.81,37.18,37.72,10710700
2018-06-01,38.06,38.85,37.91,38.34,7831200
2018-06-04,38.47,39.13,38.39,39.07,8115300
2018-06-05,39.23,40.47,39.22,40.04,11216100
2018-06-06,40.07,40.11,39.30,39.95,6986700
2018-06-07,40.06,40.86,39.84,40.45,11570700
2018-06-08,40.26,40.41,39.91,40.29,6067000
2018-06-11,40.27,40.76,40.08,40.49,5208900
2018-06-12,40.63,40.75,40.30,40.45,8575100
2018-06-13,40.25,40.27,38.87,39.33,14044000
2018-06-14,39.52,39.67,38.95,39.00,9353400
2018-06-15,38.92,39.01,38.43,38.89,12891600
2018-06-18,38.50,39.03,38.34,38.86,10077500
2018-06-19,38.32,39.30,38.28,39.18,7190200
2018-06-20,39.48,39.54,38.96,39.26,5750500
2018-06-21,39.22,39.59,37.86,38.01,11587300
2018-06-22,38.07,38.27,37.65,38.09,11808400
2018-06-25,37.72,37.75,36.78,37.11,13382600
2018-06-26,37.13,37.37,36.78,37.07,12451300
2018-06-27,37.02,37.30,36.29,36.30,9898300
2018-06-28,36.18,36.37,35.56,36.14,11381100
2018-06-29,36.28,36.54,36.13,36.26,6335800
2018-07-02,35.91,36.68,35.67,36.67,6144200
2018-07-03,36.89,37.21,36.61,36.64,3704000
2018-07-05,36.80,37.10,36.50,37.03,4653800
2018-07-06,37.20,37.54,36.75,37.39,4188500
2018-07-09,37.54,37.93,37.45,37.91,4660700
2018-07-10,37.08,37.50,36.99,37.04,11250700
2018-07-11,36.93,37.43,36.78,36.98,8442000
2018-07-12,37.46,37.78,37.20,37.55,9711500
2018-07-13,37.55,37.67,37.13,37.61,7785700
2018-07-16,37.66,38.06,37.49,37.73,11576800
2018-07-17,37.43,38.15,37.32,37.81,9931200
2018-07-18,37.78,38.34,37.62,37.95,15840300
2018-07-19,35.17,35.65,33.93,34.11,50978000
2018-07-20,34.42,34.91,34.12,34.20,20035000
2018-07-23,34.06,34.15,33.49,33.79,15380500
2018-07-24,34.02,34.06,33.44,33.52,10916700
2018-07-25,33.42,34.04,33.39,33.89,12141500
2018-07-26,33.81,34.64,33.76,34.43,9728300
2018-07-27,34.63,34.84,33.76,33.81,10161300
2018-07-30,33.72,33.96,33.41,33.67,10093700
2018-07-31,33.77,33.96,33.33,33.45,9976100
2018-08-01,33.35,33.45,32.85,33.09,8981800
2018-08-02,33.00,33.40,32.86,33.22,7235700
2018-08-03,33.37,33.72,33.17,33.66,7154100
2018-08-06,33.66,34.19,33.57,33.99,8119000
2018-08-07,34.11,34.21,33.72,33.78,5722300
2018-08-08,33.78,33.95,33.63,33.84,5504300
2018-08-09,33.86,34.21,33.76,34.15,8088200
2018-08-10,33.55,34.46,33.43,34.09,13198500
2018-08-13,34.11,34.45,33.87,33.88,7984400
2018-08-14,33.91,34.73,33.85,34.40,9201000
2018-08-15,34.05,34.10,33.60,33.86,12381500
2018-08-16,34.06,34.17,33.64,33.77,8534500
2018-08-17,33.82,34.26,33.68,34.01,6982400
2018-08-20,34.20,34.34,33.93,34.02,7843900
