Date,Open,High,Low,Close,Adj Close,Volume
2019-03-20,52.75,53.50,49.50,49.80,2350800
2019-03-21,49.99,50.00,48.20,48.98,1764700
2019-03-22,48.80,49.95,48.16,48.60,844700
2019-03-25,48.60,49.40,48.00,49.15,440900
2019-03-26,49.00,49.75,48.18,48.85,504700
2019-03-27,49.00,50.78,49.00,50.10,1788600
2019-03-28,50.90,51.00,49.92,50.85,585400
2019-03-29,49.52,52.48,49.18,51.63,1769000
2019-04-01,52.30,54.39,51.25,53.50,19663400
2019-04-02,55.12,57.39,54.30,56.25,17414200
2019-04-03,57.08,57.20,55.51,56.88,15066200
2019-04-04,57.20,60.52,57.10,59.71,13309200
2019-04-05,58.39,58.98,56.27,57.24,17000800
2019-04-08,56.50,58.39,56.27,57.15,10764600
2019-04-09,56.80,57.20,56.08,56.27,9179900
2019-04-10,55.99,56.41,55.10,55.71,9081900
2019-04-11,55.70,56.21,54.83,54.89,7346100
2019-04-12,55.93,58.33,55.93,58.30,9281700
2019-04-15,58.57,58.85,57.29,57.78,5727300
2019-04-16,58.71,58.99,57.84,58.50,6681600
2019-04-17,58.95,59.05,58.20,58.32,6420700
2019-04-18,58.36,58.61,57.55,57.77,5178800
2019-04-22,57.48,58.41,57.26,57.89,4401700
2019-04-23,57.29,57.84,57.00,57.64,5687200
2019-04-24,57.49,57.89,55.87,55.98,5431300
2019-04-25,55.76,55.98,54.82,55.33,6260500
2019-04-26,55.30,55.60,54.95,55.25,4009800
2019-04-29,55.05,55.69,54.80,55.50,5935200
2019-04-30,55.76,57.21,55.60,56.73,6454100
2019-05-01,56.82,57.48,55.88,56.13,7644400
2019-05-02,55.54,56.49,52.03,52.70,13932700
2019-05-03,53.20,53.35,51.72,53.30,7401700
2019-05-06,52.15,54.03,51.70,53.46,6089500
2019-05-07,52.86,53.33,52.65,52.95,7330800
2019-05-08,53.33,53.40,52.31,52.48,5390700
2019-05-09,52.26,53.14,51.55,52.93,4579700
2019-05-10,52.94,53.71,52.49,53.07,4758100
2019-05-13,52.28,52.55,50.76,50.95,4213100
2019-05-14,51.33,53.00,50.84,52.48,4204500
2019-05-15,51.98,53.33,51.67,52.95,2928700
2019-05-16,53.29,53.55,52.73,52.98,3689700
2019-05-17,52.34,52.52,50.66,50.80,4440800
2019-05-20,50.40,50.54,49.92,50.08,5168400
2019-05-21,50.28,51.19,50.02,50.63,4968400
2019-05-22,50.46,50.61,49.97,50.21,2922516
