Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,0.0230,0.0240,0.0220,0.0220,127637
2018-05-24,0.0240,0.0240,0.0230,0.0230,68003
2018-05-28,0.0240,0.0240,0.0240,0.0240,May 25 2018
2018-05-29,0.0220,0.0220,0.0210,0.0210,89489
2018-05-31,0.0210,0.0210,0.0210,0.0210,May 30 2018
2018-06-04,0.0210,0.0210,0.0210,0.0210,Jun 01 2018
2018-06-05,0.0240,0.0240,0.0240,0.0240,82355
2018-06-06,0.0220,0.0240,0.0220,0.0240,40967
2018-06-07,0.0240,0.0240,0.0240,0.0240,20186
2018-06-08,0.0250,0.0260,0.0220,0.0220,234999
2018-06-12,0.0250,0.0250,0.0220,0.0240,108977
2018-06-13,0.0250,0.0250,0.0250,0.0250,211000
2018-06-14,0.0250,0.0250,0.0240,0.0240,35852
2018-06-15,0.0240,0.0240,0.0220,0.0220,620661
2018-06-18,0.0250,0.0250,0.0250,0.0250,421225
2018-06-19,0.0220,0.0230,0.0220,0.0230,80000
2018-06-20,0.0230,0.0230,0.0220,0.0220,132306
2018-06-21,0.0220,0.0220,0.0220,0.0220,31228
2018-06-22,0.0220,0.0220,0.0220,0.0220,145767
2018-06-26,0.0220,0.0220,0.0220,0.0220,Jun 25 2018
2018-06-27,0.0220,0.0240,0.0220,0.0240,376409
2018-06-28,0.0240,0.0240,0.0240,0.0240,134796
2018-07-02,0.0240,0.0240,0.0240,0.0240,Jun 29 2018
2018-07-03,0.0220,0.0220,0.0200,0.0210,3491775
2018-07-04,0.0240,0.0250,0.0240,0.0250,1164483
2018-07-06,0.0250,0.0250,0.0250,0.0250,Jul 05 2018
2018-07-09,0.0240,0.0240,0.0240,0.0240,59294
2018-07-10,0.0240,0.0240,0.0240,0.0240,41876
2018-07-11,0.0250,0.0250,0.0250,0.0250,7502
2018-07-12,0.0250,0.0250,0.0250,0.0250,7502
2018-07-13,0.0250,0.0250,0.0250,0.0250,23216
2018-07-17,0.0240,0.0240,0.0240,0.0240,Jul 16 2018
2018-07-19,0.0240,0.0240,0.0240,0.0240,Jul 18 2018
2018-07-20,0.0240,0.0240,0.0220,0.0240,177334
2018-07-23,0.0240,0.0240,0.0220,0.0240,177334
2018-07-24,0.0250,0.0250,0.0240,0.0250,28180
2018-07-26,0.0250,0.0250,0.0250,0.0250,Jul 25 2018
2018-07-27,0.0250,0.0250,0.0250,0.0250,4000
2018-07-31,0.0240,0.0240,0.0240,0.0240,Jul 30 2018
2018-08-01,0.0250,0.0250,0.0240,0.0240,21203
2018-08-03,0.0220,0.0220,0.0220,0.0220,Aug 02 2018
2018-08-06,0.0220,0.0220,0.0220,0.0220,63465
2018-08-08,0.0220,0.0220,0.0220,0.0220,Aug 07 2018
2018-08-10,0.0240,0.0240,0.0240,0.0240,Aug 09 2018
2018-08-13,0.0240,0.0240,0.0220,0.0220,89734
2018-08-15,0.0210,0.0210,0.0210,0.0210,Aug 14 2018
2018-08-16,0.0220,0.0220,0.0220,0.0220,20000
2018-08-17,0.0230,0.0230,0.0230,0.0230,30000
2018-08-21,0.0230,0.0230,0.0230,0.0230,Aug 20 2018
2018-08-23,0.0230,0.0230,0.0230,0.0230,Aug 22 2018
2018-08-27,0.0220,0.0220,0.0220,0.0220,Aug 24 2018
2018-08-28,0.0230,0.0230,0.0230,0.0230,104943
2018-08-29,0.0220,0.0240,0.0220,0.0240,837748
2018-08-30,0.0240,0.0240,0.0230,0.0230,305982
2018-08-31,0.0220,0.0220,0.0220,0.0220,21700
2018-09-03,0.0240,0.0240,0.0240,0.0240,250000
2018-09-04,0.0220,0.0220,0.0220,0.0220,18500
2018-09-05,0.0230,0.0230,0.0230,0.0230,24000
2018-09-06,0.0230,0.0230,0.0230,0.0230,89106
2018-09-07,0.0230,0.0230,0.0220,0.0230,302391
2018-09-11,0.0230,0.0230,0.0230,0.0230,Sep 10 2018
2018-09-13,0.0230,0.0230,0.0230,0.0230,Sep 12 2018
2018-09-14,0.0220,0.0220,0.0210,0.0210,364294
2018-09-17,0.0200,0.0200,0.0200,0.0200,600000
2018-09-19,0.0210,0.0210,0.0210,0.0210,Sep 18 2018
2018-09-20,0.0210,0.0210,0.0210,0.0210,30000
2018-09-24,0.0210,0.0210,0.0210,0.0210,Sep 21 2018
2018-09-25,0.0210,0.0210,0.0210,0.0210,25893
2018-09-26,0.0200,0.0200,0.0200,0.0200,39283
2018-09-27,0.0200,0.0200,0.0200,0.0200,26500
2018-09-28,0.0200,0.0200,0.0200,0.0200,89592
2018-10-01,0.0200,0.0200,0.0200,0.0200,149060
2018-10-02,0.0190,0.0200,0.0190,0.0190,281000
2018-10-03,0.0200,0.0200,0.0200,0.0200,23254
2018-10-04,0.0200,0.0200,0.0200,0.0200,23254
2018-10-05,0.0200,0.0200,0.0180,0.0180,596532
2018-10-08,0.0190,0.0190,0.0190,0.0190,54816
2018-10-09,0.0180,0.0180,0.0180,0.0180,868938
2018-10-10,0.0180,0.0180,0.0180,0.0180,861436
2018-10-11,0.0180,0.0180,0.0180,0.0180,861436
2018-10-12,0.0180,0.0180,0.0160,0.0160,204330
2018-10-16,0.0160,0.0160,0.0160,0.0160,Oct 15 2018
2018-10-17,0.0180,0.0180,0.0180,0.0180,188079
2018-10-18,0.0190,0.0220,0.0190,0.0220,487272
2018-10-22,0.0180,0.0180,0.0180,0.0180,Oct 19 2018
2018-10-23,0.0190,0.0190,0.0190,0.0190,11000
2018-10-25,0.0190,0.0190,0.0190,0.0190,Oct 24 2018
2018-10-29,0.0190,0.0190,0.0190,0.0190,Oct 26 2018
2018-10-31,0.0190,0.0190,0.0190,0.0190,Oct 30 2018
2018-11-01,0.0190,0.0190,0.0190,0.0190,22600
2018-11-02,0.0200,0.0200,0.0200,0.0200,35431
2018-11-05,0.0200,0.0200,0.0200,0.0200,100000
2018-11-07,0.0180,0.0180,0.0180,0.0180,Nov 06 2018
