Date,Open,High,Low,Close,Adj Close,Volume
2018-11-08,0.0190,0.0190,0.0190,0.0190,100000
2018-11-09,0.0190,0.0190,0.0190,0.0190,250000
2018-11-12,0.0190,0.0190,0.0190,0.0190,10000
2018-11-14,0.0190,0.0190,0.0190,0.0190,Nov 13 2018
2018-11-15,0.0180,0.0190,0.0180,0.0190,27212
2018-11-19,0.0190,0.0190,0.0190,0.0190,Nov 16 2018
2018-11-20,0.0190,0.0190,0.0190,0.0190,40000
2018-11-21,0.0180,0.0200,0.0180,0.0200,55931
2018-11-23,0.0200,0.0200,0.0200,0.0200,Nov 22 2018
2018-11-26,0.0180,0.0180,0.0180,0.0180,57833
2018-11-28,0.0180,0.0180,0.0180,0.0180,Nov 27 2018
2018-11-30,0.0180,0.0180,0.0180,0.0180,Nov 29 2018
2018-12-04,0.0160,0.0160,0.0160,0.0160,Dec 03 2018
2018-12-06,0.0160,0.0160,0.0160,0.0160,Dec 05 2018
2018-12-07,0.0170,0.0170,0.0170,0.0170,4106
2018-12-10,0.0150,0.0170,0.0150,0.0170,100000
2018-12-12,0.0170,0.0170,0.0170,0.0170,Dec 11 2018
2018-12-14,0.0170,0.0170,0.0170,0.0170,Dec 13 2018
2018-12-18,0.0170,0.0170,0.0170,0.0170,Dec 17 2018
2018-12-20,0.0170,0.0170,0.0170,0.0170,Dec 19 2018
2018-12-24,0.0170,0.0170,0.0170,0.0170,Dec 21 2018
2018-12-28,0.0170,0.0170,0.0170,0.0170,Dec 27 2018
2019-01-02,0.0150,0.0150,0.0150,0.0150,Dec 31 2018
2019-01-04,0.0150,0.0150,0.0150,0.0150,Jan 03 2019
2019-01-07,0.0160,0.0170,0.0160,0.0160,123118
2019-01-09,0.0150,0.0150,0.0150,0.0150,Jan 08 2019
2019-01-11,0.0150,0.0150,0.0150,0.0150,Jan 10 2019
2019-01-14,0.0150,0.0150,0.0150,0.0150,108755
2019-01-16,0.0160,0.0160,0.0160,0.0160,Jan 15 2019
2019-01-17,0.0150,0.0150,0.0150,0.0150,287059
2019-01-18,0.0160,0.0170,0.0160,0.0170,500000
2019-01-21,0.0170,0.0170,0.0170,0.0170,174565
2019-01-23,0.0180,0.0180,0.0180,0.0180,Jan 22 2019
2019-01-25,0.0150,0.0150,0.0150,0.0150,Jan 24 2019
2019-01-30,0.0150,0.0150,0.0150,0.0150,Jan 29 2019
2019-02-01,0.0150,0.0150,0.0150,0.0150,Jan 31 2019
2019-02-05,0.0150,0.0150,0.0150,0.0150,Feb 04 2019
2019-02-07,0.0170,0.0170,0.0170,0.0170,Feb 06 2019
2019-02-08,0.0150,0.0150,0.0150,0.0150,6000
2019-02-12,0.0160,0.0160,0.0160,0.0160,Feb 11 2019
2019-02-13,0.0140,0.0140,0.0140,0.0140,15000
2019-02-15,0.0140,0.0140,0.0140,0.0140,Feb 14 2019
2019-02-19,0.0140,0.0140,0.0140,0.0140,Feb 18 2019
2019-02-20,0.0140,0.0140,0.0140,0.0140,45976
2019-02-22,0.0140,0.0140,0.0140,0.0140,Feb 21 2019
2019-02-26,0.0140,0.0140,0.0140,0.0140,Feb 25 2019
2019-02-27,0.0160,0.0170,0.0160,0.0170,109871
2019-02-28,0.0170,0.0170,0.0170,0.0170,9836
2019-03-01,0.0170,0.0170,0.0170,0.0170,20164
2019-03-05,0.0170,0.0170,0.0170,0.0170,Mar 04 2019
2019-03-07,0.0170,0.0170,0.0170,0.0170,Mar 06 2019
2019-03-08,0.0160,0.0160,0.0160,0.0160,32500
2019-03-11,0.0160,0.0160,0.0160,0.0160,174348
2019-03-13,0.0160,0.0160,0.0160,0.0160,Mar 12 2019
2019-03-15,0.0160,0.0160,0.0160,0.0160,Mar 14 2019
2019-03-18,0.0160,0.0160,0.0160,0.0160,29824
2019-03-20,0.0160,0.0160,0.0160,0.0160,Mar 19 2019
2019-03-22,0.0160,0.0160,0.0160,0.0160,Mar 21 2019
2019-03-26,0.0160,0.0160,0.0160,0.0160,Mar 25 2019
2019-03-27,0.0160,0.0160,0.0160,0.0160,29999
2019-03-29,0.0160,0.0160,0.0160,0.0160,Mar 28 2019
2019-04-01,0.0150,0.0150,0.0150,0.0150,10000
2019-04-02,0.0150,0.0150,0.0150,0.0150,5300
2019-04-04,0.0150,0.0150,0.0150,0.0150,Apr 03 2019
2019-04-08,0.0150,0.0150,0.0150,0.0150,Apr 05 2019
2019-04-10,0.0150,0.0150,0.0150,0.0150,Apr 09 2019
2019-04-11,0.0150,0.0150,0.0150,0.0150,144267
2019-04-15,0.0150,0.0150,0.0150,0.0150,Apr 12 2019
2019-04-17,0.0150,0.0150,0.0150,0.0150,Apr 16 2019
2019-04-18,0.0150,0.0160,0.0140,0.0160,225476
2019-04-24,0.0160,0.0160,0.0160,0.0160,Apr 23 2019
2019-04-26,0.0160,0.0160,0.0160,0.0160,100000
2019-04-30,0.0150,0.0150,0.0150,0.0150,Apr 29 2019
2019-05-02,0.0150,0.0150,0.0150,0.0150,May 01 2019
2019-05-03,0.0140,0.0140,0.0140,0.0140,50000
2019-05-06,0.0150,0.0150,0.0150,0.0150,61185
2019-05-08,0.0150,0.0150,0.0150,0.0150,May 07 2019
2019-05-10,0.0140,0.0140,0.0140,0.0140,May 09 2019
2019-05-13,0.0140,0.0140,0.0140,0.0140,13333
2019-05-15,0.0140,0.0140,0.0140,0.0140,May 14 2019
2019-05-16,0.0140,0.0140,0.0140,0.0140,42623
2019-05-20,0.0150,0.0150,0.0150,0.0150,May 17 2019
2019-05-22,0.0150,0.0150,0.0150,0.0150,May 21 2019
2019-05-23,0.0150,0.0150,0.0150,0.0150,3000
