Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,202.81,205.77,202.38,205.56,1086100
2018-05-24,205.63,208.88,205.19,208.73,1408800
2018-05-25,208.25,208.69,207.02,208.12,1179900
2018-05-29,206.34,206.79,200.09,201.81,1661700
2018-05-30,202.24,204.57,201.12,204.04,1241300
2018-05-31,204.05,204.47,201.59,201.71,1867900
2018-06-01,203.70,204.67,202.65,203.47,955000
2018-06-04,203.91,204.66,202.11,202.60,1125600
2018-06-05,202.17,202.91,199.82,201.10,1659400
2018-06-06,201.83,202.05,200.07,201.51,1601300
2018-06-07,201.98,203.34,201.50,202.85,853300
2018-06-08,202.67,202.99,199.05,202.58,1320900
2018-06-11,202.68,204.11,201.62,201.70,1077400
2018-06-12,201.32,202.53,197.53,198.50,2190400
2018-06-13,198.24,201.27,198.08,199.82,2037000
2018-06-14,200.90,201.00,195.51,195.82,2384500
2018-06-15,194.53,195.90,193.33,195.80,2854300
2018-06-18,194.73,196.50,194.61,195.97,1419000
2018-06-19,194.00,194.76,190.53,190.69,1530900
2018-06-20,191.08,191.95,190.18,191.40,1049600
2018-06-21,190.44,191.66,187.31,188.43,2401200
2018-06-22,190.10,190.14,187.46,189.38,1542800
2018-06-25,188.26,190.12,187.05,189.10,1288900
2018-06-26,189.27,189.96,187.86,188.80,1435100
2018-06-27,189.16,190.72,185.85,185.89,1762200
2018-06-28,186.12,188.25,184.21,187.44,1070600
2018-06-29,188.01,188.63,186.28,186.41,1581000
2018-07-02,185.19,187.54,184.65,187.37,1036600
2018-07-05,189.41,189.86,187.66,188.70,1498700
2018-07-06,188.57,190.18,187.31,188.84,1483900
2018-07-09,189.21,192.30,188.70,191.54,1249600
2018-07-10,192.23,194.31,191.77,192.80,1353700
2018-07-11,192.04,192.08,190.83,191.51,1005200
2018-07-12,193.01,194.06,191.92,193.64,1333700
2018-07-13,193.24,195.07,192.47,192.74,1832300
2018-07-16,193.14,193.75,190.70,191.50,1163900
2018-07-17,191.53,192.55,190.46,192.32,1210800
2018-07-18,192.25,195.92,191.22,195.43,1522700
2018-07-19,194.94,195.72,193.44,194.35,1086900
2018-07-20,193.89,196.13,193.69,195.28,964400
2018-07-23,195.28,195.57,192.78,193.23,1213500
2018-07-24,195.00,198.80,193.69,196.75,2108500
2018-07-25,198.80,204.06,195.41,203.45,2554400
2018-07-26,202.02,203.68,199.34,200.48,2346800
2018-07-27,201.35,202.05,197.98,198.65,1201000
2018-07-30,198.65,200.21,195.98,196.26,1064400
2018-07-31,198.55,200.35,197.60,199.76,2239300
2018-08-01,199.39,199.89,195.56,196.01,1465100
2018-08-02,194.18,196.83,193.27,194.94,2201000
2018-08-03,194.04,194.54,191.85,194.09,2613300
2018-08-06,193.68,193.77,192.12,193.52,2042800
2018-08-07,193.68,196.41,193.68,196.28,1208400
2018-08-08,196.27,196.44,194.02,195.13,1051200
2018-08-09,194.98,195.30,192.40,192.57,860600
2018-08-10,192.38,192.77,190.66,191.81,954300
2018-08-13,191.93,192.78,190.48,191.84,787400
2018-08-14,192.00,194.17,191.75,193.63,779100
2018-08-15,192.83,193.47,190.77,192.31,1121000
2018-08-16,192.63,194.06,191.98,192.44,999900
2018-08-17,192.80,194.03,192.23,193.68,808100
2018-08-20,194.25,195.57,193.86,194.92,936000
2018-08-21,194.65,195.62,193.83,194.96,1013400
2018-08-22,194.39,194.91,192.27,192.48,806700
2018-08-23,192.38,192.99,191.40,191.59,855500
2018-08-24,192.00,192.65,191.37,192.59,619100
2018-08-27,193.00,195.77,193.00,195.29,885300
2018-08-28,196.20,196.40,194.93,195.62,1015100
2018-08-29,195.43,195.95,193.71,194.71,976800
2018-08-30,194.41,196.15,192.05,192.51,1016200
2018-08-31,191.59,193.60,191.35,193.40,1032500
2018-09-04,192.48,193.38,191.40,192.61,741100
2018-09-05,191.85,194.35,191.64,193.98,1162600
2018-09-06,194.40,195.94,194.20,195.24,741400
2018-09-07,194.77,195.42,193.75,194.71,998100
2018-09-10,195.19,196.90,195.04,195.69,1083300
2018-09-11,194.73,196.60,194.70,196.06,960700
2018-09-12,195.57,197.01,195.50,196.20,886600
2018-09-13,197.13,198.81,196.92,198.57,949300
2018-09-14,198.63,200.63,198.34,200.51,998200
2018-09-17,200.63,202.88,200.34,202.43,1072400
2018-09-18,202.80,204.95,202.43,204.61,1050900
2018-09-19,204.79,206.38,203.43,204.01,1363900
2018-09-20,204.50,205.17,200.45,202.86,1347700
2018-09-21,204.09,206.15,203.76,204.66,2464200
2018-09-24,204.30,204.61,202.28,202.83,1133600
2018-09-25,202.68,203.87,201.73,203.48,877300
2018-09-26,203.50,203.97,201.49,201.86,1223300
2018-09-27,202.27,202.53,201.09,202.08,947300
2018-09-28,201.98,204.99,201.11,204.72,1569700
2018-10-01,206.00,206.19,204.56,205.50,829800
2018-10-02,205.77,205.94,204.06,204.98,797900
2018-10-04,204.30,206.18,203.81,205.91,970400
2018-10-05,206.09,207.72,205.51,206.32,1923300
2018-10-08,206.03,207.47,205.33,207.16,1528900
2018-10-09,206.54,207.00,204.01,204.16,931900
2018-10-10,204.16,204.16,197.72,197.82,1648200
2018-10-11,197.77,198.16,192.66,192.94,2066000
2018-10-12,195.64,195.65,189.42,191.85,1310400
2018-10-15,192.06,194.40,191.92,192.63,1044500
2018-10-16,193.29,195.19,191.77,194.71,1081900
2018-10-17,195.43,196.04,193.41,193.84,1014900
2018-10-18,192.29,193.68,190.00,191.22,1072900
2018-10-19,191.44,192.33,190.23,190.26,942800
2018-10-22,190.91,191.76,189.00,190.14,1138200
2018-10-23,187.62,190.08,186.75,187.75,1914400
2018-10-24,184.84,186.00,172.86,173.24,4887600
2018-10-25,172.98,173.77,169.32,170.60,3254600
2018-10-26,168.71,171.88,167.27,169.86,2877200
2018-10-29,170.72,172.52,164.76,167.04,2586700
2018-10-30,167.38,172.62,166.44,171.89,2405800
2018-10-31,173.51,175.62,172.24,172.58,2215000
2018-11-01,173.27,179.33,173.19,178.40,1848500
2018-11-02,178.97,181.82,176.44,176.98,3515900
2018-11-05,177.54,179.89,176.88,177.97,2455800
2018-11-06,177.68,182.84,177.68,182.20,1637100
2018-11-07,184.82,185.33,182.14,185.03,1879200
2018-11-08,185.02,185.81,184.03,184.56,1317000
2018-11-09,183.36,185.15,183.00,184.50,1245200
2018-11-12,184.96,185.52,180.59,181.01,1146800
2018-11-13,181.76,183.93,179.45,180.08,1298400
2018-11-14,181.44,182.47,178.94,179.84,1790400
2018-11-15,178.00,182.54,177.50,182.34,1206700
2018-11-16,181.34,184.91,180.88,183.06,1584900
2018-11-19,183.16,183.16,178.49,179.38,986700
2018-11-20,176.54,177.49,175.16,175.92,1546800
2018-11-21,177.00,178.63,176.26,176.75,1113000
2018-11-23,175.98,179.46,175.29,178.26,447200
2018-11-26,179.52,180.59,177.45,179.69,1370100
2018-11-27,178.55,179.47,176.50,178.64,1524800
2018-11-28,179.34,183.71,179.04,182.03,1589800
